profile,evidence,trace_parity,unbounded_goodput,fixed_goodput,token_aware_goodput,best_baseline_goodput,token_goodput_gain_percent,unbounded_p95_ttft_ms,fixed_p95_ttft_ms,token_aware_p95_ttft_ms,unbounded_p95_tpot_ms,fixed_p95_tpot_ms,token_aware_p95_tpot_ms,unbounded_fairness_jain,fixed_fairness_jain,token_aware_fairness_jain,token_aware_absolute_slo,token_aware_fairness,gate_scope,scientific_gate
mixed_burst,VALID,PASS,1.5,0.9944444444444445,1.3388888888888888,1.5,-10.740740740740746,2597.761900500381,242.4602693498855,243.18951559971538,15.380927328743942,13.514315237401878,14.008694461417116,0.9987668414001291,0.9939607101559302,0.9717715340976478,PASS,PASS,OVERLOAD,FAIL
mixed_nominal,VALID,PASS,0.9555555555555556,0.85,0.8888888888888888,0.9555555555555556,-6.976744186046521,251.09538029999499,250.10982645002287,248.43147975003603,13.999470688975807,13.66136615747994,13.824562905512263,1.0,0.9995887036511113,0.9944919814792451,PASS,PASS,DIAGNOSTIC,NOT_APPLICABLE
mixed_overload,VALID,PASS,1.8111111111111111,1.1888888888888889,1.5333333333333334,1.8111111111111111,-15.33742331288343,900.5009576001606,248.30814710028335,244.17792475003353,15.115206218504236,13.78341266299184,14.119924352363471,0.9998759192278731,0.9965108349080705,0.9568227969530227,FAIL,PASS,OVERLOAD,FAIL
