workload,input_len,output_len,max_concurrency,runs_bf16,runs_fp8,exact_output_pairs,bf16_output_throughput,fp8_output_throughput,output_throughput_delta_percent,bf16_p95_ttft_ms,fp8_p95_ttft_ms,p95_ttft_delta_percent,bf16_p95_tpot_ms,fp8_p95_tpot_ms,p95_tpot_delta_percent,bf16_request_goodput,fp8_request_goodput,request_goodput_delta_percent,bf16_peak_vram_mib,fp8_peak_vram_mib,evidence,fp8_slo,performance_signal
long,2048,256,8,3,3,0/3,413.142830589852,423.7980577048361,2.5790662032719807,1630.3069543994297,1452.6885214996582,-10.894784716489315,18.073525598234557,17.586717860194053,-2.693485205166921,0.645453127529721,0.4635297561353432,-28.185372978303647,11723.0,11445.0,VALID,FAIL,CONTROL
long,2048,256,16,3,3,0/3,575.3863514458492,595.6073546532114,3.514334873698375,2867.294477550331,2891.4284715495337,0.8416991762848676,25.548610601568083,24.611474492937894,-3.668051164287854,0.44952058706706965,0.5816478072785267,29.392918592122975,11714.0,11447.0,VALID,FAIL,CONTROL
nearmax,7168,256,8,3,3,0/3,185.11194455031065,197.1575150907051,6.507181678446812,4058.031017849953,3963.5694971504563,-2.3277673404661368,39.294184594907755,36.71052907157027,-6.575160039514619,0.0939614017923831,0.10007286433191301,6.504226653656975,11737.0,11447.0,VALID,FAIL,NO_BENEFIT
nearmax,7168,256,16,3,3,0/3,198.85713895665043,228.23117078459305,14.771424341142698,10675.420837950513,9669.631158249373,-9.421545950915723,63.43320676274386,65.27061574471102,2.8966042798995435,0.0,0.008915280108773165,,11507.0,11449.0,VALID,FAIL,BENEFIT
xlong,4096,256,8,3,3,0/3,286.0882864310585,299.02844818037875,4.52313581613155,3133.5425486002805,3108.0380729505123,-0.8139182811211797,25.742341363727295,24.50898584333474,-4.791155174915189,0.25703244484040416,0.2336159751409209,-9.110316681624749,11714.0,11447.0,VALID,FAIL,NO_BENEFIT
xlong,4096,256,16,3,3,0/3,357.12290314477207,375.99570483620874,5.284679734972343,5813.954560700313,5756.513726549656,-0.9879821651674194,41.572746525686014,37.8942948639212,-8.848228633371754,0.1674013608491119,0.17624798664197286,5.284679734972358,11714.0,11447.0,VALID,FAIL,NO_BENEFIT
