manifest,result_file,profile,server_profile,repetition,benchmark_config_sha256,server_config_sha256,input_len,output_len,slo_ttft_ms,slo_tpot_ms,max_concurrency,completed,failed,error_rate,request_throughput,request_goodput,output_throughput,total_token_throughput,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,p95_e2el_ms,peak_memory_used_mib,mean_gpu_utilization_percent,max_temperature_c,mean_power_draw_w,mean_sm_clock_mhz,valid,effective_seed,prefix_cache_enabled,prefix_len,suffix_len,num_prefixes,nominal_reuse_percent,prefix_cache_query_tokens,prefix_cache_hit_tokens,prefix_cache_hit_rate_percent,generated_texts_sha256
artifacts/env/20260820T170541Z-e04_off_reuse90_p1024_c4.json,/home/user/projects/QwenServe-12G/artifacts/results/e04_prefix/off/e04_off_reuse90_p1024_c4/e04_off_reuse90_p1024_c4-infqps-concurrency4-Qwen2.5-3B-Instruct-20260821-010754.json,e04_off_reuse90_p1024_c4,e04_prefix_off_bf16,1,e7ca47720574be1cecb561f4dbd31d229a42c86b302ad4847a5dd82b07632ee0,d5a1cc14e1e9b6e6081ad1048707b2f641cda93dc28a710784092981e959ad4c,2048,256,1000.0,50.0,4,100,0,0.0,1.018704296037604,1.018704296037604,260.78829978562663,2347.1150721565605,604.3075579996184,804.0566235492861,812.6505125704625,13.012820631371927,14.535708088235648,14.54062190611958,3934.665278199782,10990.0,91.04761904761905,70.0,166.6724761904762,2851.6761904761906,True,20280821,False,1024,1024,10,90.0,0.0,0.0,,d269a006b74ecf9b2a74dc8b154b42591a4dc08bb1c435b9bf672d23cbdb636c
artifacts/env/20260820T170541Z-e04_off_reuse90_p1024_c4.json,/home/user/projects/QwenServe-12G/artifacts/results/e04_prefix/off/e04_off_reuse90_p1024_c4/e04_off_reuse90_p1024_c4-infqps-concurrency4-Qwen2.5-3B-Instruct-20260821-011022.json,e04_off_reuse90_p1024_c4,e04_prefix_off_bf16,2,e7ca47720574be1cecb561f4dbd31d229a42c86b302ad4847a5dd82b07632ee0,d5a1cc14e1e9b6e6081ad1048707b2f641cda93dc28a710784092981e959ad4c,2048,256,1000.0,50.0,4,100,0,0.0,1.017973705916166,1.017973705916166,260.6012687145385,2345.4317779049647,608.4839390000525,804.8583993000193,811.5581798899258,13.026419282353649,14.543750995293628,14.54952518588228,3932.8676451998035,10990.0,91.4952380952381,70.0,166.86609523809523,2853.5333333333333,True,20280921,False,1024,1024,10,90.0,0.0,0.0,,29fda95ff15412210b55256141f5bfa2757dfac1a6f347bd1884ce636aee8ce9
artifacts/env/20260820T170541Z-e04_off_reuse90_p1024_c4.json,/home/user/projects/QwenServe-12G/artifacts/results/e04_prefix/off/e04_off_reuse90_p1024_c4/e04_off_reuse90_p1024_c4-infqps-concurrency4-Qwen2.5-3B-Instruct-20260821-011250.json,e04_off_reuse90_p1024_c4,e04_prefix_off_bf16,3,e7ca47720574be1cecb561f4dbd31d229a42c86b302ad4847a5dd82b07632ee0,d5a1cc14e1e9b6e6081ad1048707b2f641cda93dc28a710784092981e959ad4c,2048,256,1000.0,50.0,4,100,0,0.0,1.0173351097087548,1.0173351097087548,260.43778808544124,2343.9909595244562,806.3346945000376,811.3782730995808,813.057722699632,12.257135713726337,14.552341447055475,14.556421304588236,3936.8824180504816,11250.0,91.62857142857143,70.0,167.37180952380953,2851.609523809524,True,20281021,False,1024,1024,10,90.0,0.0,0.0,,27d7cd3ef214b63893f4f37b1f23ce8c40c746f0e3179d38b6d3a86a4fa33edb
artifacts/env/20260820T171518Z-e04_on_reuse90_p1024_c4.json,/home/user/projects/QwenServe-12G/artifacts/results/e04_prefix/on/e04_on_reuse90_p1024_c4/e04_on_reuse90_p1024_c4-infqps-concurrency4-Qwen2.5-3B-Instruct-20260821-011722.json,e04_on_reuse90_p1024_c4,e04_prefix_on_bf16,1,af02880c0c16c7ba0041543c6bce0249c745e7b067b19059dc69bf624b4102fe,3235ba237eedf4fde4d542cad12b9afb5e38c9fd96be386d8d798a3f384e19c8,2048,256,1000.0,50.0,4,100,0,0.0,1.119851378100144,1.119851378100144,286.68195279363687,2580.1599721702937,415.2547984999728,610.0897960499879,705.0137551301759,12.614149380392607,13.425920191371093,14.101483410079515,3747.522204549796,11056.0,90.76288659793815,68.0,158.66742268041236,2852.59793814433,True,20280821,True,1024,1024,10,90.0,206850.0,94160.0,45.52090887116268,cff7c5f70c8aa7d27c43e7353453a2feadc03cea583958eeb619685f4b8814c6
artifacts/env/20260820T171518Z-e04_on_reuse90_p1024_c4.json,/home/user/projects/QwenServe-12G/artifacts/results/e04_prefix/on/e04_on_reuse90_p1024_c4/e04_on_reuse90_p1024_c4-infqps-concurrency4-Qwen2.5-3B-Instruct-20260821-011942.json,e04_on_reuse90_p1024_c4,e04_prefix_on_bf16,2,af02880c0c16c7ba0041543c6bce0249c745e7b067b19059dc69bf624b4102fe,3235ba237eedf4fde4d542cad12b9afb5e38c9fd96be386d8d798a3f384e19c8,2048,256,1000.0,50.0,4,100,0,0.0,1.1193060488731534,1.1193060488731534,286.5423485115273,2578.903522724723,421.34940349978933,632.7973380502499,706.3196858198899,12.249293692157687,13.409165970980908,14.156587738196182,3753.231600250774,11301.0,90.89690721649484,70.0,158.49525773195876,2852.2886597938145,True,20280921,True,1024,1024,10,90.0,206850.0,94160.0,45.52090887116268,b9aa650a9867a710df01d64a19a54ea73dcaf8cdd95677d6bfd7687e5ec09e3d
artifacts/env/20260820T171518Z-e04_on_reuse90_p1024_c4.json,/home/user/projects/QwenServe-12G/artifacts/results/e04_prefix/on/e04_on_reuse90_p1024_c4/e04_on_reuse90_p1024_c4-infqps-concurrency4-Qwen2.5-3B-Instruct-20260821-012201.json,e04_on_reuse90_p1024_c4,e04_prefix_on_bf16,3,af02880c0c16c7ba0041543c6bce0249c745e7b067b19059dc69bf624b4102fe,3235ba237eedf4fde4d542cad12b9afb5e38c9fd96be386d8d798a3f384e19c8,2048,256,1000.0,50.0,4,100,0,0.0,1.1180355794520622,1.1180355794520622,286.21710833972793,2576.009876836524,319.57942600001843,427.24349269992643,548.9309571097147,12.98499328039386,13.477614946274187,14.11930587745387,3743.9139837005314,11301.0,90.45360824742268,70.0,159.15360824742268,2851.824742268041,True,20281021,True,1024,1024,10,90.0,206853.0,94160.0,45.5202486790136,de050c0d69e5a6106d1a0a08c8cb0386087056a610f44b73eade5f9bf3dc88cd
artifacts/env/20260820T172250Z-e04_on_reuse0_p1024_c4.json,/home/user/projects/QwenServe-12G/artifacts/results/e04_prefix/on/e04_on_reuse0_p1024_c4/e04_on_reuse0_p1024_c4-infqps-concurrency4-Qwen2.5-3B-Instruct-20260821-012502.json,e04_on_reuse0_p1024_c4,e04_prefix_on_bf16,1,af02880c0c16c7ba0041543c6bce0249c745e7b067b19059dc69bf624b4102fe,3235ba237eedf4fde4d542cad12b9afb5e38c9fd96be386d8d798a3f384e19c8,2048,256,1000.0,50.0,4,100,0,0.0,1.0198345652542176,1.0198345652542176,261.0776487050797,2349.6988383457174,424.2130430002362,612.9057305501647,614.197963020206,13.392329339216767,14.52606041411623,14.529093159960693,3932.2631287002423,11295.0,90.84761904761905,70.0,166.4504761904762,2851.4666666666667,True,20260821,True,1024,1024,100,0.0,206848.0,2032.0,0.9823638613861386,eb92ebc5ee1719385cf232c0b8f7db69b9b3a38c54ebca09a2affe81ee80cff2
artifacts/env/20260820T172250Z-e04_on_reuse0_p1024_c4.json,/home/user/projects/QwenServe-12G/artifacts/results/e04_prefix/on/e04_on_reuse0_p1024_c4/e04_on_reuse0_p1024_c4-infqps-concurrency4-Qwen2.5-3B-Instruct-20260821-012730.json,e04_on_reuse0_p1024_c4,e04_prefix_on_bf16,2,af02880c0c16c7ba0041543c6bce0249c745e7b067b19059dc69bf624b4102fe,3235ba237eedf4fde4d542cad12b9afb5e38c9fd96be386d8d798a3f384e19c8,2048,256,1000.0,50.0,4,100,0,0.0,1.0202911966868877,1.0202911966868877,261.19454635184326,2350.78152590249,521.4587304999441,803.3728579000581,805.1777194199349,13.028773443136956,14.535971128428834,14.539637021685563,3930.2185881001606,11295.0,91.4622641509434,70.0,166.06490566037738,2851.377358490566,True,20260921,True,1024,1024,100,0.0,206851.0,2032.0,0.9823496139733431,ece60b034455714e91426716a2de5178b37bf63267f7fcdb03b7ea42232e9572
artifacts/env/20260820T172250Z-e04_on_reuse0_p1024_c4.json,/home/user/projects/QwenServe-12G/artifacts/results/e04_prefix/on/e04_on_reuse0_p1024_c4/e04_on_reuse0_p1024_c4-infqps-concurrency4-Qwen2.5-3B-Instruct-20260821-012958.json,e04_on_reuse0_p1024_c4,e04_prefix_on_bf16,3,af02880c0c16c7ba0041543c6bce0249c745e7b067b19059dc69bf624b4102fe,3235ba237eedf4fde4d542cad12b9afb5e38c9fd96be386d8d798a3f384e19c8,2048,256,1000.0,50.0,4,100,0,0.0,1.0201611851571262,1.0201611851571262,261.1612634002243,2350.471773825722,521.3805260000299,802.9852645002848,804.6228362305737,13.022427480392055,14.53877774686375,14.541628185255226,3929.872228350723,11295.0,90.04716981132076,70.0,166.03056603773587,2851.0943396226417,True,20261021,True,1024,1024,100,0.0,206850.0,2032.0,0.9823543630650229,6c1e736a38467e2963fb3b2c1e09de21a5341c2f351e4a72130e05893c746d7d
artifacts/env/20260820T173029Z-e04_on_reuse50_p1024_c4.json,/home/user/projects/QwenServe-12G/artifacts/results/e04_prefix/on/e04_on_reuse50_p1024_c4/e04_on_reuse50_p1024_c4-infqps-concurrency4-Qwen2.5-3B-Instruct-20260821-013237.json,e04_on_reuse50_p1024_c4,e04_prefix_on_bf16,1,af02880c0c16c7ba0041543c6bce0249c745e7b067b19059dc69bf624b4102fe,3235ba237eedf4fde4d542cad12b9afb5e38c9fd96be386d8d798a3f384e19c8,2048,256,1000.0,50.0,4,100,0,0.0,1.0560739325590127,1.0560739325590127,270.35492673510726,2433.2154620946167,612.480776999746,800.8389221501147,805.3955744306495,12.258008080391614,14.52575452882229,14.541658326982347,3926.760675699961,11295.0,91.04901960784314,70.0,163.8314705882353,2852.0196078431372,True,20270821,True,1024,1024,50,50.0,206850.0,37856.0,18.301184433164128,2e0db20582fe732c919d42b0e2110f0cd06317092b1affbee6afbfecda0e5669
